gram_key,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list,tag6,tag7
curcumin phytosome,m,2,supplement,"osteoarthritis, pain relief, inflammation",,,,['supplement'],"['osteoarthritis', 'pain relief', 'inflammation']",,,,,
cyclobenzaprine,m,1,prescription,"pain relief, muscle spasm",,,,['prescription'],"['pain relief', 'muscle spasm']",,,,,
cyclosporine,m,1,prescription,"organ transplant, rheumatoid arthritis",,,,['prescription'],"['organ transplant', 'rheumatoid arthritis']",,,,,
cymbalta,m,1,prescription,"depression, generalized anxiety disorder, neuropathy",,,,['prescription'],"['depression', 'generalized anxiety disorder', 'neuropathy']",,,,,
cysrepelete,m,1,supplement,immune support,,,,['supplement'],['immune support'],,,,,
cytomel,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
daflon,m,1,prescription,"hemorrhoid, varicose veins, lymphedema",detralex,,,['prescription'],"['hemorrhoid', 'varicose veins', 'lymphedema']",['detralex'],,,,
daily vitamin,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
davinci gi benefit,m,3,supplement,gut health,,,,['supplement'],['gut health'],,,,,
dayquil,m,1,otc,"cough, cold, flu",,,,['otc'],"['cough', 'cold', 'flu']",,,,,
ddr prime,m,2,supplement,"antioxidant, general health",,,,['supplement'],"['antioxidant', 'general health']",,,,,
decongestant,m,1,category,congestion,,,,['category'],['congestion'],,,,,
depakote,m,1,prescription,"seizure, bipolar disorder, migraine",,,,['prescription'],"['seizure', 'bipolar disorder', 'migraine']",,,,,
desloratadine,m,1,prescription,"hay fever, allergy, itching, hives",,,,['prescription'],"['hay fever', 'allergy', 'itching', 'hives']",,,,,
desvenlafaxine,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
detralex,m,1,prescription,"hemorrhoid, varicose veins, lymphedema",daflon,,,['prescription'],"['hemorrhoid', 'varicose veins', 'lymphedema']",['daflon'],,,,
dexamphetamine,m,1,prescription,"adhd, narcolepsy",,,,['prescription'],"['adhd', 'narcolepsy']",,,,,
dexilant,m,1,prescription,"heartburn, gerd",,,proton pump inhibitor,['prescription'],"['heartburn', 'gerd']",,,['proton pump inhibitor'],,
dha,m,1,supplement,"hypercholesterolaemia, inflammation",,,,['supplement'],"['hypercholesterolaemia', 'inflammation']",,,,,
dhea,m,1,prescription,vaginal tissue thinning,,,,['prescription'],['vaginal tissue thinning'],,,,,
diabetes,m,1,condition,diabetes,,,,['condition'],['diabetes'],,,,,
diamox,m,1,prescription,"glaucoma, epilepsy, altitude sickness, edema",acetazolamide,,,['prescription'],"['glaucoma', 'epilepsy', 'altitude sickness', 'edema']",['acetazolamide'],,,,
diaplex,m,1,supplement,diabetes,,,,['supplement'],['diabetes'],,,,,
diclofenac,m,1,prescription,"pain relief, migraine, arthritis, actinic keratoses",,,,['prescription'],"['pain relief', 'migraine', 'arthritis', 'actinic keratoses']",,,,,
dicyclomine,m,1,prescription,irritable bowel syndrome,,,,['prescription'],['irritable bowel syndrome'],,,,,
dietary supplement,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
digest spectrum,m,2,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
digestive enzyme,m,2,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
digoxin,m,1,prescription,"heart failure, arrhythmia",,,,['prescription'],"['heart failure', 'arrhythmia']",,,,,
diltiazem,m,1,prescription,"heart rate control, angina",,,calcium channel blocker,['prescription'],"['heart rate control', 'angina']",,,['calcium channel blocker'],,
diosmin,m,1,supplement,"hemorrhoid, leg sore",,,,['supplement'],"['hemorrhoid', 'leg sore']",,,,,
diovan,m,1,prescription,"hypertension, heart failure",,,ARB,['prescription'],"['hypertension', 'heart failure']",,,['ARB'],,
diphenhydramine,m,1,"prescription, otc","pain relief, itching, hay fever, allergy, cold, insomnia, motion sickness",,,,"['prescription', 'otc']","['pain relief', 'itching', 'hay fever', 'allergy', 'cold', 'insomnia', 'motion sickness']",,,,,
docusate,m,1,otc,constipation,laxative,,,['otc'],['constipation'],['laxative'],,,,
domperidone,m,1,prescription,"nausea, vomiting, gastroparesis",,,,['prescription'],"['nausea', 'vomiting', 'gastroparesis']",,,,,
doxepin,m,1,prescription,"depression, anxiety, insomnia",,,,['prescription'],"['depression', 'anxiety', 'insomnia']",,,,,
doxycycline,m,1,prescription,"anthrax, malaria, acne, rosacea",,,,['prescription'],"['anthrax', 'malaria', 'acne', 'rosacea']",,,,,
doxycycline monohydrate,m,2,prescription,"bacterial infection, rosacea",,,,['prescription'],"['bacterial infection', 'rosacea']",,,,,
dr formulated fitbotic,m,3,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
dr jacob base,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
dropodex,m,1,prescription,eye health,,,,['prescription'],['eye health'],,,,,
dulcolax,m,1,"prescription, otc",constipation,,,,"['prescription', 'otc']",['constipation'],,,,,
dulera,m,1,prescription,asthma,,,,['prescription'],['asthma'],,,,,
duloxetine,m,1,prescription,"depression, generalized anxiety disorder, fibromyalgia, diabetic peripheral neuropathy, chronic musculoskeletal pain",,,,['prescription'],"['depression', 'generalized anxiety disorder', 'fibromyalgia', 'diabetic peripheral neuropathy', 'chronic musculoskeletal pain']",,,,,
duodart,m,1,prescription,benign prostatic hyperplasia,,,,['prescription'],['benign prostatic hyperplasia'],,,,,
duotrav,m,1,prescription,"glaucoma, raised eye pressure",,,,['prescription'],"['glaucoma', 'raised eye pressure']",,,,,
dymista,m,1,otc,allergy,,,,['otc'],['allergy'],,,,,
dyrenium,m,1,prescription,edema,,,diuretics,['prescription'],['edema'],,,['diuretics'],,
eaa,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
echinacea,m,1,supplement,cold,,,,['supplement'],['cold'],,,,,
edurant,m,1,prescription,hiv,,,,['prescription'],['hiv'],,,,,
effexor,m,1,prescription,"depression, generalized anxiety disorder, social anxiety disorder, panic disorder",,,,['prescription'],"['depression', 'generalized anxiety disorder', 'social anxiety disorder', 'panic disorder']",,,,,
egcg,m,1,supplement,"inflammation, weight loss",,,,['supplement'],"['inflammation', 'weight loss']",,,,,
elderberry,m,1,supplement,"cold, flu",,,,['supplement'],"['cold', 'flu']",,,,,
eliquis,m,1,prescription,blood clot,,apixaban,,['prescription'],['blood clot'],,['apixaban'],,,
elmiron,m,1,prescription,interstitial cystitis,,,,['prescription'],['interstitial cystitis'],,,,,
eltroxin,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
elysium,m,1,brand,general health,,,,['brand'],['general health'],,,,,
emergen-c,m,1,supplement,vitamin c,,,,['supplement'],['vitamin c'],,,,,
enalapril,m,1,prescription,hypertension,,,ACE-inhibitor,['prescription'],['hypertension'],,,['ACE-inhibitor'],,
endep,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
enzymedica digest basic,m,3,supplement,"digestive health, bloating, indigestion",,,,['supplement'],"['digestive health', 'bloating', 'indigestion']",,,,,
epa,m,1,supplement,"adhd, depression, heart disease, rheumatoid arthritis, menopause, menstrual pain, raynaud syndrome, lupus",,,,['supplement'],"['adhd', 'depression', 'heart disease', 'rheumatoid arthritis', 'menopause', 'menstrual pain', 'raynaud syndrome', 'lupus']",,,,,
escitalopram,m,1,prescription,"depression, anxiety",antidepressant,,,['prescription'],"['depression', 'anxiety']",['antidepressant'],,,,
esomeprazole,m,1,"prescription, otc",gerd,,,proton pump inhibitor,"['prescription', 'otc']",['gerd'],,,['proton pump inhibitor'],,
essential amino acids,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
ester c,m,2,supplement,vitamin c,,,,['supplement'],['vitamin c'],,,,,
estrace,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
estradiol,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
estrogen,m,1,supplement,estrogen,,,,['supplement'],['estrogen'],,,,,
estrogen cream,m,2,supplement,estrogen,,,,['supplement'],['estrogen'],,,,,
estroven,m,1,"brand, supplement",menopause,,,,"['brand', 'supplement']",['menopause'],,,,,
estrovera,m,1,"brand, supplement",menopause,,,,"['brand', 'supplement']",['menopause'],,,,,
euthyrox,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
evening primrose,m,2,supplement,"acne, eczema, skin care",,,,['supplement'],"['acne', 'eczema', 'skin care']",,,,,
evista,m,1,prescription,"bone health, menopause",,,,['prescription'],"['bone health', 'menopause']",,,,,
excedrin,m,1,otc,"headache, migraine",,,,['otc'],"['headache', 'migraine']",,,,,
exforge,m,1,prescription,hypertension,,,"ARB, calcium channel blocker",['prescription'],['hypertension'],,,"['ARB', 'calcium channel blocker']",,
eye omega,m,2,supplement,eye health,,,,['supplement'],['eye health'],,,,,
ezetimibe,m,1,prescription,hypercholesterolaemia,,ezetrol,cholesterol absorption inhibitor,['prescription'],['hypercholesterolaemia'],,['ezetrol'],['cholesterol absorption inhibitor'],,
ezetrol,m,1,prescription,hypercholesterolaemia,,ezetimibe,cholesterol absorption inhibitor,['prescription'],['hypercholesterolaemia'],,['ezetimibe'],['cholesterol absorption inhibitor'],,
famenita,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
famotidine,m,1,otc,"gerd, ulcer, heartburn, indigestion",,,,['otc'],"['gerd', 'ulcer', 'heartburn', 'indigestion']",,,,,
felodipine,m,1,prescription,hypertension,,,calcium channel blocker,['prescription'],['hypertension'],,,['calcium channel blocker'],,
fem plus,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
femmenessence,m,1,supplement,"menopause, general health",,,,['supplement'],"['menopause', 'general health']",,,,,
femoston,m,1,prescription,hormone replacement therapy,,,,['prescription'],['hormone replacement therapy'],,,,,
femoston conti,m,2,prescription,hormone replacement therapy,,,,['prescription'],['hormone replacement therapy'],,,,,
fenofibrate,m,1,prescription,"hypertriglyceridemia, hypercholesterolaemia, dyslipidemia",,,fibrate,['prescription'],"['hypertriglyceridemia', 'hypercholesterolaemia', 'dyslipidemia']",,,['fibrate'],,
fenugreek,m,1,supplement,"hypertension, hypercholesterolaemia",,,,['supplement'],"['hypertension', 'hypercholesterolaemia']",,,,,
ferritin,m,1,supplement,iron deficiency,,,,['supplement'],['iron deficiency'],,,,,
ferrostrane,m,1,prescription,chronic kidney disease,,,,['prescription'],['chronic kidney disease'],,,,,
ferrous fumarate,m,2,supplement,iron deficiency,,,,['supplement'],['iron deficiency'],,,,,
ferrous sulfate,m,2,supplement,iron deficiency,,,,['supplement'],['iron deficiency'],,,,,
fexofenadine,m,1,prescription,"hay fever, hives",,,,['prescription'],"['hay fever', 'hives']",,,,,
fexofenadine hydrochloride,m,2,prescription,"hay fever, hives",,,,['prescription'],"['hay fever', 'hives']",,,,,
fiber,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
finasteride,m,1,prescription,"benign prostatic hyperplasia, hair loss",,,,['prescription'],"['benign prostatic hyperplasia', 'hair loss']",,,,,
fisetin,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
fish oil,m,2,supplement,"hypertension, hypercholesterolaemia, rheumatoid arthritis",,,,['supplement'],"['hypertension', 'hypercholesterolaemia', 'rheumatoid arthritis']",,,,,
fish oil vitamin,m,3,supplement,"hypertension, hypercholesterolaemia, rheumatoid arthritis",,,,['supplement'],"['hypertension', 'hypercholesterolaemia', 'rheumatoid arthritis']",,,,,
flecainide,m,1,prescription,arrhythmia,,,,['prescription'],['arrhythmia'],,,,,
flex repair,m,2,otc,pain relief,,,,['otc'],['pain relief'],,,,,
flexeril,m,1,prescription,muscle spasm,,,,['prescription'],['muscle spasm'],,,,,
flomax,m,1,prescription,benign prostatic hyperplasia,,,,['prescription'],['benign prostatic hyperplasia'],,,,,
flonase,m,1,otc,allergy,topical anti-inflammatory,corticosteroid,,['otc'],['allergy'],['topical anti-inflammatory'],['corticosteroid'],,,
flovent,m,1,prescription,asthma,,,,['prescription'],['asthma'],,,,,
flucloxacillin,m,1,prescription,"infection, osteomyelitis, ear infection",,,,['prescription'],"['infection', 'osteomyelitis', 'ear infection']",,,,,
fluconazole,m,1,prescription,"fungal infection, yeast infection",,,,['prescription'],"['fungal infection', 'yeast infection']",,,,,
fludrocortisone,m,1,prescription,addisons disease,,,,['prescription'],['addisons disease'],,,,,
flunisolide,m,1,prescription,"allergy, hay fever",,,,['prescription'],"['allergy', 'hay fever']",,,,,
fluoxetine,m,1,prescription,depression,obsessive compulsive disorder,bulemia,,['prescription'],['depression'],['obsessive compulsive disorder'],['bulemia'],,,
fluticasone,m,1,otc,"congestion, allergy",fluticasone nasal spray,,,['otc'],"['congestion', 'allergy']",['fluticasone nasal spray'],,,,
fluticasone nasal spray,m,3,otc,"congestion, allergy",,,,['otc'],"['congestion', 'allergy']",,,,,
fluticasone propionate,m,2,otc,"congestion, allergy",,,,['otc'],"['congestion', 'allergy']",,,,,
focus factor,m,2,supplement,brain health,,,,['supplement'],['brain health'],,,,,
folate,m,1,supplement,anemia,reduce risk of neural tube defects in pregnancy,,,['supplement'],['anemia'],['reduce risk of neural tube defects in pregnancy'],,,,
folic,m,1,supplement,anemia,reduce risk of neural tube defects in pregnancy,,,['supplement'],['anemia'],['reduce risk of neural tube defects in pregnancy'],,,,
folic acid,m,2,supplement,anemia,reduce risk of neural tube defects in pregnancy,,,['supplement'],['anemia'],['reduce risk of neural tube defects in pregnancy'],,,,
folinic acid,m,2,prescription,chemotherapy protective,,,,['prescription'],['chemotherapy protective'],,,,,
forxiga,m,1,prescription,"diabetes, chronic heart failure, chronic kidney disease",,,,['prescription'],"['diabetes', 'chronic heart failure', 'chronic kidney disease']",,,,,
fostair,m,1,prescription,asthma,,,,['prescription'],['asthma'],,,,,
foster,m,1,prescription,asthma,,,,['prescription'],['asthma'],,,,,
fucoxanthin,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
furolin,m,1,prescription,"bacterial infection, infection",,,,['prescription'],"['bacterial infection', 'infection']",,,,,
furosemide,m,1,prescription,"heart failure, edema",,,diuretics,['prescription'],"['heart failure', 'edema']",,,['diuretics'],,
gaba,m,1,supplement,"stress, anxiety, sleep, insomnia, hypertension, diabetes",,,,['supplement'],"['stress', 'anxiety', 'sleep', 'insomnia', 'hypertension', 'diabetes']",,,,,
gabapentin,m,1,prescription,"partial seizure, neuropathic pain",anticonvulsant,,,['prescription'],"['partial seizure', 'neuropathic pain']",['anticonvulsant'],,,,
garcinia cambogia,m,2,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
garliactive,m,1,supplement,"immune support, general health",,,,['supplement'],"['immune support', 'general health']",,,,,
gastrofiber,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
gaviscon,m,1,"prescription, otc",heartburn,antacid,,antacid,"['prescription', 'otc']",['heartburn'],['antacid'],,['antacid'],,
ght male,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
gi benefit,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
gilenya,m,1,prescription,multiple sclerosis,,,,['prescription'],['multiple sclerosis'],,,,,
ginkgo,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
ginkgo biloba,m,2,supplement,"antioxidant, inflammation",,,,['supplement'],"['antioxidant', 'inflammation']",,,,,
glimepiride,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
glipizide,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
glucomannan,m,1,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
glucophage,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
glucosamine,m,1,supplement,"osteoarthritis, rheumatoid arthritis",,,,['supplement'],"['osteoarthritis', 'rheumatoid arthritis']",,,,,
glutamine,m,1,supplement,protein synthesis,,,,['supplement'],['protein synthesis'],,,,,
glutathione,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
glycine,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
gnc multi vitamin,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
gnc multi vitamin sport,m,4,supplement,general health,,,,['supplement'],['general health'],,,,,
gnc multivitamin,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
gnc sport mv,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
